brandName,prodName,content,onlineProdSn
라네즈,립 슬리핑 마스크 EX 20g,이렇게 좋은데 왜 이제야 알게 됐을까요. 무척 잘 쓰고 있습니다. 진짜 좋아요. 원래 뭘 발라도 바를 때 뿐이고 발라도 내가 먹는게 더 많고 바를 때만 잠깐 촉촉하고 다 사라져서 수시로 덧바르지 않으면 소용없는데 이건 그렇지 않더라고요. 촉촉해서 바를 때 느낌부터 달라요. 입술에 얹어 놓으면 유지도 꽤 오래 됩니다. 먹고 양치할때 말고는 덧바를 필요도 없어요. 바른지 한 달 만에 각질 모르고 삽니다. 밤에만 발라도 좋지만 종일 바르고 있어도 좋아요.,20978
라네즈,립 슬리핑 마스크 EX 20g,"립마스크가 되게 유명하다고 소문은 있었지만 눈팅으로 보기만 했었거든요
이번에 a형 독감 걸리고나서 물도 엄청 마시고 립밤도 발랐지만 입술이 개선이 안되서 반신반의로 구매했어요
택배오자마자 바로 뜯어서 써봤는데 오..!
촉촉함에 한번 놀라고 바르자마자 말랑거려오..!했네요
2시 40분쯤에 바르고 8시쯤에 다시 입술건조해져서 다시 바르고 자고 오늘 아침에 상태 봤는데 많이 좋아졌어요!
오늘 아침에도 바르고 나왔는데 살짝 까슬하지만 립밤보다 효과가 좋네요!
너무 늦게 산 제자신에게 후회중..
사은품에 슬리핑마스크도 써봤지만 눈, 코 부분은 뾰루지 올라와서 아쉽아쉽
평생 재구매 할게요!",20978
라네즈,립 글로이 밤 10g,"라네즈 글로이 립밤 사용 후기

최근에 라네즈 글로이 립밤을 사용해본 후기를 공유해볼게요!

장점:

보습력: 이 립밤은 정말 보습력이 뛰어나요. 입술에 발랐을 때 바로 촉촉하고 부드럽게 흡수되는 느낌이 들고, 건조했던 입술이 금방 회복되는 걸 느꼈어요. 하루 종일 지속되는 보습력 덕분에 자주 덧바를 필요가 없었어요.
광택감: 글로이라는 이름처럼, 입술에 발랐을 때 자연스러운 광택이 올라와서 건조함 없이 건강한 윤기 있는 입술을 연출할 수 있어요. 너무 번들거리거나 과하지 않아서 데일리로 부담 없이 사용하기 좋습니다.
사용감: 발림성이 부드럽고, 너무 끈적이지 않아서 편안하게 사용해요. 또 입술에 얇게 발리면서 끈적임 없이 매끄럽게 마무리돼요.
향: 은은하고 달콤한 향이 나서 기분 좋게 사용할 수 있어요. 향에 민감한 분들도 부담 없이 사용 가능할 정도로 은은한 정도여서 좋았어요.
단점:

가격: 라네즈 제품의 가격대가 좀 있는 편인데, 보습력이나 사용감 등을 고려했을 때 가격에 비해 꽤 만족스러웠지만, 가격이 부담스러울 수 있는 분들도 있을 것 같아요.
용량: 조금 더 많은 양이 들어 있었으면 좋겠다는 생각이 들었어요. 자주 사용하다 보면 금방 다 쓸 것 같은 느낌이 들기도 했습니다.
결론:

라네즈 글로이 립밤은 보습력과 광택감, 사용감 모두 만족스러운 제품이에요. 입술에 촉촉함을 주면서 자연스러운 윤기를 더해주고, 향도 기분 좋게 사용할 수 있어서 데일리 립밤으로 정말 좋아요. 가격만 고려하면 살짝 부담스러울 수 있지만, 품질을 생각하면 재구매 의향이 있는 제품입니다",63063
라네즈,립 글로이 밤 10g,"너무 인공적이지 않아서 부담스럽지 않았어요. 바를 때마다 은은하게 퍼지는 달콤한 향 덕분에 사용할 때마다 기분이 좋아졌어요.

보습력도 만족스러웠어요. 한 번만 발라도 입술이 촉촉하게 유지되고, 시간이 지나도 건조함이 덜 느껴졌어요. 입술이 쉽게 트는 편이라 립밤을 자주 바르는 편인데, 이 제품은 지속력이 좋아서 하루 종일 편하게 사용할 수 있었어요. 밤에 듬뿍 바르고 자면 다음 날 아침에도 촉촉함이 남아 있어서 립 마스크처럼 활용하기에도 괜찮았어요.

색상이 없는 투명한 타입이라 자연스럽게 윤기를 더해주는 점도 좋았어요. 단독으로 발라도 입술이 건강하고 촉촉해 보였고, 매트 립스틱을 바르기 전에 베이스로 사용해도 발림이 훨씬 부드러워졌어요.

전체적으로 향, 보습력, 사용감까지 만족스러운 립밤이었어요. 거미베어 특유의 달콤한 향을 좋아하는 분이라면 특히 더 마음에 들 것 같아요. 촉촉하면서도 끈적이지 않는 가벼운 립밤을 찾고 있다면 추천할 만한 제품이에요!",63063
라네즈,립 글로이 밤 10g,"립글로이밤은 입술을 촉촉하게 유지하고 자연스러운 광택을 더해주는 제품으로, 많은 소비자들 사이에서 인기를 끌고 있습니다. 이 제품은 부드러운 텍스처로 쉽게 발리고, 끈적임 없이 가볍게 밀착되어 입술에 편안함을 제공합니다. 주요 성분으로는 보습 효과가 뛰어난 시어버터, 코코넛 오일, 비타민 E 등이 포함되어 있어 건조한 입술을 효과적으로 케어합니다.

사용 후 즉각적인 보습감을 느낄 수 있으며, 입술이 매끄럽고 건강해 보이는 효과가 있습니다. 또한, 자연스러운 광택이 있어 메이크업 없이도 생기 있는 입술을 연출할 수 있습니다. 특히 겨울철이나 건조한 환경에서 강력한 보습 효과를 발휘해 많은 사용자들이 만족감을 표하고 있습니다.

패키지는 소형으로 휴대하기 용이하며, 간편하게 사용할 수 있는 스틱 타입입니다. 가격대는 합리적이며, 품질에 비해 가성비가 뛰어나다는 의견이 많습니다. 전반적으로 립글로이밤은 입술 보습과 광택을 원하는 분들에게 추천할 만한 제품으로, 일상에서 쉽게 사용할 수 있어 실용적입니다.",63063
라네즈,립 글로이 밤 10g,"라네즈 뉴 립 글로이 밤 스윗캔디는 이름처럼 달콤하고 사랑스러운 향이 매력적인 립밤이에요. 바르는 순간 은은한 캔디 향이 퍼지는데, 기분까지 좋아지는 느낌이라 자꾸 손이 가더라고요. 제형은 가볍고 끈적이지 않아서 데일리로 바르기 정말 좋고, 입술에 자연스러운 생기를 더해주는 투명 핑크빛 컬러가 얼굴까지 화사하게 만들어줘요.

무겁지 않으면서도 보습력은 꽤 좋아서, 건조한 입술에도 촉촉하게 스며들고 각질 부각 없이 매끈한 입술을 연출해줘요. 단독으로 발라도 예쁘고, 립스틱이나 틴트 위에 덧발라서 글로시하게 연출하기도 좋아요. 패키지도 작고 귀여워서 파우치에 쏙 들어가고, 손으로 바를 필요 없이 튜브 타입이라 위생적으로도 만족스럽습니다.

입술에 촉촉함과 생기를 동시에 주고 싶은 분들께 딱 좋은 제품이에요. 특히 스윗한 향을 좋아하신다면 더더욱 만족하실 거예요!",63063
라네즈,립 글로이 밤 10g,"이거 세포라에서인가 어디 가서 샀는데, 한국엔 왜 없지 했는데 
단종되었다가 다시 출시한거네요. 
너무 맘에 들어서 신상으로 출시되자마자 사고 엄마랑 친구거랑 해서 10개는 넘게 산듯 해요.
가방에, 사무실에, 화장대에 하나씩 올려두고 쓰고 있어요. 립밤 한달에 1개 이상 쓸 정도로 건성이라 이거 무조건 필수템이에요.
팁 형태 아닌 토출구 있는 형태라 위생적이고 너무 좋아요.

패키지가 예쁘고 향도 너무 좋아요. 보습력도 뛰어나서 만족합니다. 제형이 쫀쫀하고 발색은 없지만 꾸덕한 감촉 덕분에 금방 날아가지 않아 좋아요. 향 종류가 다양해서 고민하다 다양하게 다 샀어요. 

라네즈는 입술 맛집이죠. 겨울 내내 촉촉함을 유지할 수 있어서 좋습니다. 슬리핑 마스크를 잘 쓰고 있어서 이 제품도 아주 만족스럽게 휴대용으로 잘 쓰고 있습니다. 정말 저렴하게 구매해서 기분 좋아요. 데일리로 쓰기도 좋고 보습 효과도 뛰어나서 제 최애 립밤이에요.",63063
라네즈,립 글로이 밤 10g,"입술이 유난히 건조해서 4계절 내내. 가을 겨울에는 아주 리치한 립밤이 필요한 피부입니다. 

심하게 건조해서 수시로 덧발라줘야 해서 화장대 거실 욕실 침대 사무실 차 모두 립밤을 하나씩 둬야 마음이 놓여서 꺼내 놓은 제품만 브랜드별로 꽤 되는데, 리뉴얼 된 라네즈 립글로이밤을 구입 해 봤어요

입술에 바를 때 수분감과 영양감이 적절하게 느껴지는 제형입니다. 오일리한 느낌보다는 수분감이 훨씬 풍부해서 한겨울을 제외하고 잘 사용하고 있어요. 
바를수록 뭉치거나 떡지지 않고 입술에 매끈하게 잘 붙어있어서 립메이크업 전후에 발라주니 매끈한 수분광과 함께 촉촉함이 오래 유지됩니다. 거미베어 컬러는 살짝 라벤더 컬러감이 보이는데 입술에 올리면 거의 투명 느낌이에요. 

취침 전에 발라주면 아침 기상 시 매끈하고 촉촉한 입술로 하루 동일 촉촉함이 느껴집니다.",63063
라네즈,립 글로이 밤 10g,"가장 먼저 마음에 들었던 건 달콤한 베리 향이었어요. 뚜껑을 여는 순간 딸기와 블루베리가 섞인 듯한 상큼한 과일 향이 퍼지는데, 너무 인공적이지 않고 자연스러워서 기분 좋았어요. 바를 때마다 은은하게 향이 나서 사용할 때마다 만족스러웠어요.

발림성도 정말 부드러웠어요. 입술에 닿는 순간 사르르 녹듯이 펴 발려서 여러 번 덧발라도 밀림 없이 깔끔하게 발렸어요. 끈적이거나 답답한 느낌 없이 가볍게 밀착되면서 입술을 자연스럽게 코팅해 줘서 사용감이 편안했어요.

보습력도 뛰어났어요. 가볍게 한 번만 발라도 촉촉한 느낌이 오래 유지됐고, 건조한 날씨에도 쉽게 갈라지지 않았어요. 밤에 듬뿍 바르고 자면 아침까지 촉촉함이 유지돼서 립 마스크 대용으로도 충분했어요. 특히 매트 립스틱을 바르기 전에 베이스로 사용하니 입술이 훨씬 부드럽게 정돈돼서 메이크업할 때도 유용했어요.",63063
라네즈,립 글로이 밤 10g,"입술에 닿을 때 부드럽게 녹아드는 멜팅 텍스처가 인상적입니다. 발색은 거의 없는 편으로, 립스틱처럼 색을 더하기보다는 입술 본연의 색을 살려주는 제품입니다. ‘거미베어’라는 이름과는 달리 컬러감보다는 자연스럽고 투명한 윤기를 연출하는 데 초점이 맞춰져 있습니다.

향은 은은한 청포도 풍선껌을 연상시키는 달콤한 향으로, 강하지 않고 기분 좋게 느껴집니다. 취향에 따라 호불호가 갈릴 수 있지만 전반적으로 부담스럽지 않아서 사용에 방해가 되지는 않았습니다.

끈적이지 않으면서도 입술에 유리알 같은 광택을 더해주며, 보습감도 뛰어나 건조한 날씨에도 편안하게 사용할 수 있습니다.

총평:
선명한 발색보다는 촉촉한 보습과 자연스러운 광택을 원하는 분께 잘 맞는 립밤입니다. 향이나 패키지 디자인에서 귀여운 감성이 느껴져, 간단한 데일리 메이크업용으로 추천드립니다.",63063
라네즈,립 글로이 밤 10g,"립글로즈는 촉촉한 발림성과 자연스러운 광택이 돋보이는 제품이었어요. 입술에 부드럽게 밀착되면서도 끈적임이 적어 데일리로 사용하기 좋았습니다.

가장 만족스러웠던 점은 유리알처럼 맑고 투명한 광택이 오래 지속된다는 점이에요. 덧발라도 텁텁하지 않고 자연스럽게 입술을 도톰하게 연출할 수 있어 단독으로 사용해도 예쁘고, 틴트나 립스틱 위에 덧발라도 색상이 잘 어우러졌어요.

보습감이 뛰어나 입술이 쉽게 건조해지지 않았고, 장시간 사용해도 각질 부각이 적어 편안했어요. 다만, 지속력은 일반 틴트나 매트 립제품보다는 떨어지는 편이라 음료를 마시거나 식사를 하면 자연스럽게 사라지는 점은 감안해야 할 것 같아요.

향은 은은하고 과하지 않아 부담 없이 사용할 수 있었고, 어플리케이터도 부드러워 정교한 터치가 가능했습니다. 전반적으로 자연스러운 윤기와 보습력이 뛰어난 립글로즈를 찾는 분들에게 추천하고 싶은 제품이에요!",63063
라네즈,립 글로이 밤 10g,"달달한 향에 무겁지 않은 제형이라 너무 잘 쓰고 있어요!
스틱형이라 사용하기도 편하고 위생적이라 좋아용
통으로 된 라네즈 립 슬리핑 마스크 2-3통 정도 썼었는데 그건 너무 녹아서 입 안에 들어가는 느낌이라 좀 별로였어요…
근데 이거는 조금 더 단단한 제형이라 입에 들어가는 느낌이 거의 없어서 좋아요!!
찐득하거나 끈덕하지 않은 보습력 좋은 립밤이에요! 소량만 바르면 약간 막이 씌워진 느낌…?
립밤이긴 하지만 저는 립 슬리핑 마스크처럼 밤에 듬뿍 바르고 자는데 아침까지 보습력 짱짱하고 일어나서 물티슈로 닦으면 각질 제거랑 보습 둘 다에 입술 컨디션도 좋아져서 매일 사용하고 있어용
그리고 완전 유리알 광택이라 립메이크업할 때 발라도 엄청 예쁠 것 같아요! 립제품 바르고 마무리로 소량 바르면 유리알 막 씌워진 것처럼 예쁠 것 같아용
립밤치고 가격대가 있지만 향이 너무 좋고 사용도 편하고 제품력도 좋아서 다른 향으로 또 구매하려구요🥰",63063
라네즈,워터 슬리핑 마스크 70ml,네오쿠션 샀다가 샘플로 립마스크 받고 립마스크 영업당해서 본품 샀다가 샘플로 온 워터뱅크랑 슬리핑마스크 영업당해서 여기까지 온 사람입니다 라네즈는 샘플을 매번 한바가지 주셔서 자꾸 주문하게 되네요(계속되길..) 샘플 양이 적으면 써보라는 건지 이런 거 냈다고 자랑하는 건지 감질맛 나는데 여긴 용량이 커서 충분히 써보고 살 수 있는 점이 좋아요 세수 끝내자마자 당기는 건성인데 피부가 유독 건조하고 컨디션 별로일 때 바르고 자면 아침까지 촉촉해요 산뜻한 크림 바르면 금방 날아가고 너무 무거운 크림 바르면 피부 뒤집어지는데 이건 좀 묵직하지 않은 크림인데도 날아가지도 않고 기름진 것도 아니라서 트러블 난 적도 없어요 일어나서 거울 보고 뭐야 피부가 왜이렇게 좋지 했던 샘플이라 본품 구매했어용 통.. 뭐지 패키지도 예뻐서 화장대에 하늘색으로 채워지는 게 기분 좋아요 다른 샘플 또 왔던데 써보고 또 올게용,20006
라네즈,워터 슬리핑 마스크 70ml,듬뿍 바르고 자면 아침까지 촉촉해서 좋아유,20006
라네즈,워터 슬리핑 마스크 70ml,"자는동안 피부 정화 작용으로
맑고 투명한 피부로 만들어주는 집중 수분 수면 마스크에요!

이거는 우연히 샘플 써봤다가
너무 좋길래 구매했어요 ㅎㅎ

스파츌러도 같이 들어있어
위생적으로 사용할 수 있어요
개봉했는데 엄청 꽉차있어요 ㅋㅋ

사용법은 스킨케어 마지막 단계에
듬뿍 바르고 그대로 자면되여ㅎㅎ

부드러운 젤타입이고 마무리가 산뜻해요
발림성이 진짜 좋고 두껍게 발라도 흡수가 정말 잘되요

수분이 부족한날이나 보습이 필요할때,
건조한날 발라주시면 아주 좋아요!

자기전에 바르고 다음날 일어나면
피부가 부들부들 맨들맨들해서 기분이 좋더라고요 ㅎ

개인적으로 여러사람에게 추천해주고 싶은 제품이고, 
제 피부 비결중 하나이기도 해요 ㅎㅎ

보습이 필요하거나 수면팩 찾으신다면
완전 추천합니다 ! ㅎ",20006
라네즈,워터 슬리핑 마스크 70ml,"워터 슬리핑 마스크 EX 워터슬리핑마스크
_EX 70ML (21AD)~~라네즈 화장품이
최근 들어서 좋은 제품들을 출시하는군요.
워터 슬리핑마스크는 가성비 최고입니다.
포장을 뜯어서 보고 용량이 너무 많아서
완전히. 감동의 물결이 제 마음에 훅 밀려왔어요~~!!
워낙 건성인 피부이다 보니 낮에도 얼굴이 당겨서 수시로 미스트를 뿌려 주어야 하는 겨울입니다.하지만,워터 슬리핑마스크를
자기전 기초화장품 마지막 단계에 얼굴에 듬뿍듬뿍 바르고 잡니다.다음날 아침에
일어나서 거울을 보면 확실히 피부가 뾰숑뾰숑하고,생기가 있고,피부 톤이 한층 업 되어 있어요.
특히~~요즘은 마스크를 착용하는 시대인
만큼,워터 슬리핑 마스크는 꼭 간직하고 있어야 할. 최애템이랍니다.
적극적으로 강추합니다.
함께 동봉된 수면 양말도. 참 이쁘고 마음에 들어요.앞으로도 더욱더 좋은 제품을 
만들어 주세요.",20006
라네즈,워터 슬리핑 마스크 70ml,평소 사용하던 슬리핑팩인데 일주일에 두세번씩은 하고 잡니다 ㅎㅎ 슬리핑팩을 하고 자면 안하는 날 보다 피부에 수분감이 생기는 느낌이 듭니다 ㅎㅎ 그리고 페이스 롤러를 해준 다음 라네즈 수분 크림을 바르면 더욱 피부가 좋아지는 것 같습니다 ㅎㅎ 팩붙이고 20~30분 기다리지않아도되서 편하고 저는 건성피부이지만 제형도 가벼워 복합성이나지성에게도 좋을 것 같습니다 ㅎㅎ다만 개선되어야 할 점은 케이스 부피가 크고 무거워서 크기에 비해 용량이 작다고 생각이 됩니다 . 또한 용량에 비해 가격이 있어서 금방금방 쓰게 되어 자주 구매를 해야 하는데 다소 부담이 있습니다. ㅠㅠ 그리고 다른 버전의 슬리핑팩이 나왔으면 좋겠습니다 ㅎㅎ. 예를 들면 여드름 피부에 좋은 진정팩 이라든가 아니면 미백에 좋은 슬리핑팩이 나왔으면 좋겠습니다 지금도 충분히 만족 하지만 여러 종류의 슬리핑팩이 출시 된다면 사용해 볼 의향이 있습니다 ㅎㅎ 현재에도 슬리핑팩을 추천 하고 있지만 만약 다른 버전의 슬리핑팩이 출시된다면 그또한 추천하고싶네요 ㅎㅎ,20006
라네즈,워터 슬리핑 마스크 70ml,"라네즈 화장품이 최근 들어서 좋은 제품들을 출시하는군요.

워터 슬리핑마스크는 가성비 최고입니다.

포장을 뜯어서 보고 용량이 너무 많아서

완전히. 감동의 물결이 제 마음에 훅 밀려왔어요~~!!

워낙 건성인 피부이다 보니 낮에도 얼굴이 당겨서 수시로 미스트를 뿌려 주어야 하는 겨울입니다.하지만,워터 슬리핑마스크를

자기전 기초화장품 마지막 단계에 얼굴에 듬뿍듬뿍 바르고 잡니다.다음날 아침에

일어나서 거울을 보면 확실히 피부가 뾰숑뾰숑하고,생기가 있고,피부 톤이 한층 업 되어 있어요.

특히~~요즘은 마스크를 착용하는 시대인

만큼,워터 슬리핑 마스크는 꼭 간직하고 있어야 할. 최애템이랍니다.

적극적으로 강추합니다.

함께 동봉된 수면 양말도. 참 이쁘고 마음에 들어요.앞으로도 더욱더 좋은 제품을 

만들어 주세요",20006
라네즈,워터 슬리핑 마스크 70ml,"샘플으로 써보고 너무 좋아서 본품도 주문했습니다!

1. 제형과 향기
향은 무향...? 에 가깝구요. 흔히들 여름에 쓰는 젤타입의 수분크림 같은 제형입니다. 개인적으로 꾸덕꾸덕한 제형은 손에 잘 묻어나는것 같고 골고루 잘 안발려지는것 같아서 정말 싫어하는편인데, 끈적임없이 잘 발리구용
향이 진한것도 별로 안좋아해서, 라벤더향보단 저는 이게 좋더라구요.

2. 복합성 피부 추천 수분팩☆
복합성 피부...진짜 화장품 고르기 힘드시쟈나여ㅠㅠ 너무 기름져서도 안되고 그렇다고 너무 건조해서도 안되고...
장단 맞추기 넘나 힘든데, 요 수면팩은 그 장단을 아주 제대로 잘 맞춰주는 픽 아이템이에용ㅠㅠㅜ
바르고 나면 다음날 화장먹는게 달라요. 좀 더 촉촉하게 화장이 되는 느낌? 

개인적으로 가격빼곤 다 만족하는 제품이라 세일만 하면 자주 살것같아요ㅎㅎ 추천추천~~",20006
라네즈,워터 슬리핑 마스크 70ml,"저녁 세안 후 스킨케어 마지막 단계에서 자기 전에 바르라고 나와 있는데 이거 한 가지만 사용해도 충분할 거 같아요
이것저것 바르는 것보다는 스킨케어 마지막 단계에 사용하라는 말만 아쉬움
아직 사용은 안 했지만 바르고 잠 잘 자면
피부에 도움 될 거 같아요
잠자는 시간이 저녁. 새벽이라 잠자는 시간이 좀 규칙적으로 되고 나서 사용하려고요
자기 전에 발라주는 거니 잠을 잘 자는 것도 엄청 중요합니다. 저녁에는 베개에 옆으로 고개를 돌리고 잠을 자니 끈적 거림도 없어야 함
정면을 보고 잠을 자는 자세를 가지고 있어야 될 듯 잠과 잠자는 시간 숙면을 같이 해야지
바르는 제품도 도움이 엄청 되죠
트러블이 한 개도 안 나고 피부과 한 번도 간적 없고 피부 좋은 사람이라서 몰 발라도 피부가 좋음
모든 제품은 사용하고 나서 뚜껑 열고 사용하는 순간부터 2023 1201까지지만 나와 있는 날짜보다 빨리 사용해야 됨 구입하고 나서 사용을 꾸준히 할 때 뚜껑을 열어요
사용을 잘못하면 뚜껑을 열어서 사용하지 말 것

팁은 잠을 잘 자는 것이 중요함
스킨 케어는 성분 착하고 가벼운 걸로 바르고 나서 바를 것",20006
